elapsed_s,src_ip,rate_kbps,pps
95.245,10.0.3.3,208,16.7
95.282,10.0.2.2,208,17.7
96.253,10.0.1.1,181,17.3
96.265,10.0.3.3,181,17.7
96.318,10.0.2.2,181,17.4
97.281,10.0.1.1,199,16.5
97.308,10.0.3.3,199,16.3
97.322,10.0.2.2,199,15.9
98.306,10.0.1.1,199,15.6
98.334,10.0.3.3,199,15.6
98.415,10.0.2.2,196,15.6
99.288,10.0.4.4,144,14.0
99.382,10.0.1.1,135,12.1
99.400,10.0.3.3,135,12.2
99.418,10.0.2.2,135,12.0
100.342,10.0.4.4,94,12.3
100.434,10.0.1.1,89,12.4
100.452,10.0.2.2,84,13.5
100.470,10.0.3.3,84,13.1
101.409,10.0.4.4,129,9.4
101.489,10.0.1.1,129,9.5
101.528,10.0.3.3,129,9.5
101.583,10.0.2.2,129,8.8
102.467,10.0.4.4,129,11.3
102.553,10.0.1.1,129,11.3
102.601,10.0.2.2,129,11.8
102.619,10.0.3.3,129,11.0
103.505,10.0.4.4,126,11.6
103.598,10.0.1.1,126,11.5
103.616,10.0.2.2,126,10.8
103.636,10.0.3.3,126,10.8
104.544,10.0.4.4,151,11.6
104.598,10.0.1.1,151,12.0
104.624,10.0.2.2,151,11.9
104.641,10.0.3.3,151,11.9
105.562,10.0.4.4,136,12.8
105.616,10.0.1.1,136,12.8
105.639,10.0.2.2,136,12.8
105.653,10.0.3.3,136,12.8
106.595,10.0.4.4,133,11.6
106.664,10.0.1.1,133,11.5
106.715,10.0.3.3,133,12.2
106.733,10.0.2.2,133,11.9
107.629,10.0.4.4,130,11.6
107.682,10.0.1.1,130,11.8
107.740,10.0.3.3,130,10.7
107.808,10.0.2.2,130,11.2
108.714,10.0.4.4,130,11.1
108.772,10.0.1.1,130,11.0
108.809,10.0.3.3,130,11.2
108.881,10.0.2.2,130,11.2
109.812,10.0.4.4,142,10.9
109.849,10.0.1.1,142,11.1
109.885,10.0.3.3,142,11.1
109.940,10.0.2.2,142,11.3
110.861,10.0.4.4,139,12.4
110.882,10.0.1.1,139,11.6
110.953,10.0.3.3,136,12.2
111.030,10.0.2.2,136,11.9
111.892,10.0.4.4,136,11.6
111.928,10.0.1.1,136,12.4
111.965,10.0.3.3,136,11.9
112.055,10.0.2.2,136,11.7
112.968,10.0.3.3,136,12.0
112.991,10.0.4.4,136,11.8
113.004,10.0.1.1,136,11.2
113.139,10.0.2.2,136,12.0
114.018,10.0.3.3,136,11.4
114.036,10.0.4.4,136,11.5
114.054,10.0.1.1,136,12.4
114.159,10.0.2.2,136,11.8
115.041,10.0.3.3,136,11.7
115.058,10.0.4.4,136,11.8
115.131,10.0.1.1,136,11.1
115.164,10.0.2.2,136,11.9
116.047,10.0.3.3,133,11.9
116.081,10.0.4.4,133,11.7
116.204,10.0.1.1,133,12.1
116.224,10.0.2.2,133,11.3
117.084,10.0.4.4,130,12.0
117.120,10.0.3.3,130,11.2
117.252,10.0.1.1,130,11.4
117.270,10.0.2.2,130,11.5
118.141,10.0.3.3,130,11.8
118.179,10.0.4.4,130,11.0
118.339,10.0.1.1,130,11.0
118.358,10.0.2.2,130,11.0
119.221,10.0.3.3,130,11.1
119.278,10.0.4.4,130,10.9
119.348,10.0.1.1,127,10.9
119.367,10.0.2.2,127,10.9
120.270,10.0.3.3,156,11.4
120.306,10.0.4.4,156,11.7
120.380,10.0.1.1,153,11.6
120.434,10.0.2.2,153,11.2
121.325,10.0.3.3,138,12.3
121.343,10.0.4.4,138,12.5
121.434,10.0.1.1,138,12.3
121.456,10.0.2.2,138,12.7
122.342,10.0.3.3,135,11.8
122.451,10.0.4.4,135,11.7
122.473,10.0.1.1,135,12.5
122.528,10.0.2.2,135,12.1
123.357,10.0.3.3,132,11.8
123.485,10.0.4.4,132,11.6
123.525,10.0.1.1,132,11.4
123.543,10.0.2.2,132,11.8
124.431,10.0.3.3,129,11.2
124.496,10.0.4.4,145,11.9
124.587,10.0.1.1,145,11.3
124.605,10.0.2.2,145,11.3
125.462,10.0.3.3,145,11.6
125.515,10.0.4.4,142,11.8
125.588,10.0.1.1,142,12.0
125.662,10.0.2.2,142,12.3
126.500,10.0.3.3,139,12.5
126.562,10.0.4.4,139,12.4
126.607,10.0.1.1,139,12.7
126.700,10.0.2.2,139,12.5
127.519,10.0.3.3,147,12.8
127.637,10.0.4.4,147,12.1
127.770,10.0.2.2,151,12.1
128.613,10.0.3.3,159,12.8
128.704,10.0.4.4,159,13.1
128.831,10.0.2.2,163,13.2
129.691,10.0.3.3,173,13.9
129.735,10.0.4.4,173,14.5
129.894,10.0.2.2,178,14.1
130.697,10.0.3.3,193,15.9
130.742,10.0.4.4,193,15.9
130.929,10.0.2.2,199,16.4
131.730,10.0.3.3,196,16.5
131.785,10.0.4.4,202,16.3
131.932,10.0.2.2,199,17.0
132.766,10.0.3.3,199,17.4
132.829,10.0.4.4,199,17.2
132.945,10.0.2.2,196,16.8
133.783,10.0.3.3,208,17.7
133.892,10.0.4.4,205,16.9
133.947,10.0.2.2,205,17.0
134.856,10.0.3.3,199,16.8
134.893,10.0.4.4,199,18.0
134.983,10.0.2.2,199,17.4
135.856,10.0.3.3,199,17.0
135.929,10.0.4.4,205,17.4
136.009,10.0.2.2,205,17.5
136.877,10.0.3.3,196,17.6
136.950,10.0.4.4,196,16.6
137.023,10.0.2.2,193,17.7
137.919,10.0.3.3,201,17.3
137.991,10.0.4.4,201,17.3
138.071,10.0.2.2,201,17.2
138.950,10.0.3.3,198,17.5
139.040,10.0.4.4,198,17.2
139.077,10.0.2.2,198,16.9
140.012,10.0.3.3,194,16.9
140.086,10.0.4.4,194,17.2
140.147,10.0.2.2,194,16.8
141.090,10.0.3.3,203,16.7
141.112,10.0.4.4,203,17.5
141.163,10.0.2.2,209,17.7
142.132,10.0.4.4,196,16.7
142.165,10.0.3.3,196,16.8
142.177,10.0.2.2,196,16.8
143.152,10.0.4.4,214,17.7
143.170,10.0.3.3,214,17.9
143.193,10.0.2.2,214,17.7
144.206,10.0.4.4,190,17.1
144.242,10.0.2.2,190,17.1
144.262,10.0.3.3,190,17.4
145.219,10.0.4.4,196,16.8
145.246,10.0.2.2,196,16.9
145.263,10.0.3.3,196,17.0
146.251,10.0.2.2,207,16.9
146.269,10.0.3.3,207,16.9
146.291,10.0.4.4,207,16.8
147.271,10.0.2.2,189,16.7
147.308,10.0.4.4,189,17.7
147.325,10.0.3.3,189,17.0
148.324,10.0.4.4,304,22.6
148.358,10.0.3.3,304,23.3
149.327,10.0.4.4,307,26.9
149.382,10.0.3.3,307,26.4
150.348,10.0.4.4,307,26.5
150.404,10.0.3.3,307,26.4
151.384,10.0.4.4,310,26.1
151.419,10.0.3.3,310,26.6
152.405,10.0.4.4,307,26.4
152.426,10.0.3.3,307,26.8
153.442,10.0.4.4,329,26.0
153.459,10.0.3.3,326,26.1
154.454,10.0.4.4,299,27.7
154.475,10.0.3.3,299,26.6
155.455,10.0.4.4,286,26.0
155.508,10.0.3.3,294,27.1
156.461,10.0.4.4,324,25.8
156.517,10.0.3.3,324,25.8
157.479,10.0.4.4,313,26.5
157.545,10.0.3.3,310,26.3
158.497,10.0.4.4,286,26.5
158.552,10.0.3.3,283,26.8
159.523,10.0.4.4,318,26.3
159.560,10.0.3.3,318,25.8
160.541,10.0.4.4,319,26.5
160.589,10.0.3.3,319,26.2
161.562,10.0.4.4,292,26.4
161.596,10.0.3.3,292,26.8
162.576,10.0.4.4,293,26.6
162.623,10.0.3.3,293,26.3
163.587,10.0.4.4,323,24.7
163.635,10.0.3.3,323,25.7
164.596,10.0.4.4,299,26.8
164.654,10.0.3.3,296,26.5
165.604,10.0.4.4,311,26.8
165.691,10.0.3.3,311,26.0
166.606,10.0.4.4,361,26.0
166.705,10.0.3.3,358,26.6
167.615,10.0.4.4,256,26.8
167.708,10.0.3.3,240,26.9
168.628,10.0.4.4,575,40.5
169.628,10.0.4.4,575,47.0
170.637,10.0.4.4,575,46.6
171.651,10.0.4.4,575,47.3
172.660,10.0.4.4,575,47.6
173.675,10.0.4.4,575,45.3
174.683,10.0.4.4,575,47.6
175.689,10.0.4.4,575,46.7
176.693,10.0.4.4,575,45.8
177.711,10.0.4.4,575,47.1
178.715,10.0.4.4,575,46.8
179.716,10.0.4.4,575,47.0
180.731,10.0.4.4,575,46.3
181.736,10.0.4.4,575,46.7
182.739,10.0.4.4,575,46.9
183.750,10.0.4.4,575,46.5
184.755,10.0.4.4,575,46.8
185.774,10.0.4.4,575,46.1
186.792,10.0.4.4,575,47.2
187.798,10.0.4.4,575,46.7
