elapsed_s,src_ip,rate_kbps,pps
74.590,10.0.3.3,207,17.1
75.135,10.0.1.1,204,17.4
75.444,10.0.2.2,198,17.4
75.628,10.0.3.3,192,17.3
76.160,10.0.1.1,200,16.6
76.472,10.0.2.2,203,17.5
76.633,10.0.3.3,203,16.9
77.178,10.0.1.1,212,17.7
77.545,10.0.2.2,203,16.8
77.654,10.0.3.3,200,17.6
78.216,10.0.1.1,185,17.4
78.626,10.0.2.2,184,15.7
78.745,10.0.3.3,184,14.7
79.251,10.0.1.1,153,11.6
79.524,10.0.4.4,135,15.1
79.687,10.0.2.2,127,12.2
79.802,10.0.3.3,120,12.3
80.272,10.0.1.1,89,12.7
80.542,10.0.4.4,71,12.8
80.744,10.0.2.2,85,12.3
80.939,10.0.3.3,85,11.4
81.295,10.0.1.1,142,9.8
81.621,10.0.4.4,146,9.3
81.785,10.0.2.2,140,9.6
81.972,10.0.3.3,137,10.6
82.367,10.0.1.1,142,12.1
82.681,10.0.4.4,143,12.3
82.839,10.0.2.2,147,12.3
83.016,10.0.3.3,151,12.5
83.426,10.0.1.1,142,12.3
83.705,10.0.4.4,147,12.7
83.871,10.0.2.2,144,12.6
84.059,10.0.3.3,148,12.5
84.440,10.0.1.1,146,12.8
84.736,10.0.4.4,140,12.6
84.901,10.0.2.2,144,12.6
85.089,10.0.3.3,148,12.6
85.479,10.0.1.1,149,12.5
85.774,10.0.4.4,143,12.5
85.934,10.0.2.2,147,12.6
86.136,10.0.3.3,151,12.4
86.519,10.0.1.1,152,12.5
86.796,10.0.4.4,143,12.7
86.961,10.0.2.2,140,12.7
87.144,10.0.3.3,144,12.9
87.560,10.0.1.1,152,12.5
87.815,10.0.4.4,146,12.8
87.978,10.0.2.2,150,12.8
88.178,10.0.3.3,147,12.6
88.580,10.0.1.1,142,12.7
88.836,10.0.4.4,143,12.7
89.018,10.0.2.2,143,12.5
89.235,10.0.3.3,144,12.3
89.630,10.0.1.1,145,12.4
89.884,10.0.4.4,143,12.4
90.080,10.0.2.2,143,12.2
90.280,10.0.3.3,144,12.4
90.673,10.0.1.1,145,12.5
90.980,10.0.4.4,146,11.9
91.100,10.0.2.2,150,12.7
91.321,10.0.3.3,147,12.5
91.717,10.0.1.1,145,12.5
92.052,10.0.4.4,146,13.1
92.117,10.0.2.2,146,12.8
92.325,10.0.3.3,150,12.9
92.719,10.0.1.1,151,13.0
93.068,10.0.4.4,149,12.8
93.135,10.0.2.2,149,12.8
93.335,10.0.3.3,150,12.9
93.745,10.0.1.1,141,12.7
94.104,10.0.4.4,142,12.5
94.178,10.0.2.2,139,12.5
94.379,10.0.3.3,143,12.5
94.773,10.0.1.1,141,12.6
95.192,10.0.4.4,142,11.9
95.245,10.0.2.2,142,12.2
95.444,10.0.3.3,143,12.2
95.860,10.0.1.1,147,12.0
96.213,10.0.4.4,151,12.7
96.286,10.0.2.2,148,12.5
96.478,10.0.3.3,149,12.6
96.868,10.0.1.1,147,12.9
97.250,10.0.4.4,148,12.5
97.322,10.0.2.2,145,12.5
97.488,10.0.3.3,149,12.9
97.887,10.0.1.1,147,12.8
98.268,10.0.4.4,148,12.8
98.322,10.0.2.2,148,13.0
98.507,10.0.3.3,152,12.8
98.906,10.0.1.1,146,12.8
99.289,10.0.4.4,137,12.7
99.344,10.0.2.2,141,12.7
99.563,10.0.3.3,141,12.3
99.987,10.0.1.1,139,12.0
100.365,10.0.4.4,144,12.1
100.432,10.0.2.2,144,11.9
100.568,10.0.3.3,144,11.9
101.051,10.0.1.1,142,12.2
101.397,10.0.4.4,147,12.6
101.498,10.0.2.2,147,12.2
101.626,10.0.3.3,144,12.3
102.080,10.0.1.1,149,12.6
102.461,10.0.4.4,143,12.2
102.513,10.0.2.2,147,12.8
102.658,10.0.3.3,144,12.6
103.148,10.0.1.1,149,12.2
103.487,10.0.4.4,153,12.7
103.571,10.0.2.2,153,12.3
103.687,10.0.3.3,157,12.6
104.165,10.0.1.1,145,12.8
104.490,10.0.4.4,136,13.0
104.594,10.0.2.2,133,12.7
104.704,10.0.3.3,130,12.8
105.236,10.0.1.1,138,12.1
105.509,10.0.4.4,142,11.8
105.641,10.0.2.2,139,11.5
105.732,10.0.3.3,136,11.7
106.246,10.0.1.1,137,11.9
106.511,10.0.4.4,141,12.0
106.693,10.0.2.2,142,12.4
106.737,10.0.3.3,142,11.9
107.583,10.0.4.4,165,12.1
107.695,10.0.2.2,165,13.0
107.804,10.0.3.3,170,13.1
108.607,10.0.4.4,177,14.6
108.698,10.0.2.2,182,15.0
108.862,10.0.3.3,182,15.1
109.609,10.0.4.4,195,16.0
109.718,10.0.2.2,201,15.7
109.900,10.0.3.3,201,16.4
110.634,10.0.4.4,233,17.6
110.761,10.0.2.2,230,17.3
110.945,10.0.3.3,227,17.2
111.688,10.0.4.4,168,17.1
111.779,10.0.2.2,165,17.7
111.984,10.0.3.3,162,17.3
112.697,10.0.4.4,165,15.9
112.846,10.0.2.2,170,15.0
112.996,10.0.3.3,170,14.8
113.717,10.0.4.4,185,14.7
113.866,10.0.2.2,185,14.7
114.046,10.0.3.3,190,15.2
114.724,10.0.4.4,198,15.9
114.888,10.0.2.2,192,16.6
115.079,10.0.3.3,198,17.4
115.763,10.0.4.4,195,17.3
115.942,10.0.2.2,198,17.1
116.089,10.0.3.3,198,16.8
116.800,10.0.4.4,204,17.4
116.982,10.0.2.2,198,17.3
117.147,10.0.3.3,195,17.0
117.863,10.0.4.4,196,16.9
118.033,10.0.2.2,202,17.1
118.167,10.0.3.3,199,16.7
118.913,10.0.4.4,205,17.1
119.059,10.0.2.2,199,17.6
119.186,10.0.3.3,196,17.7
119.946,10.0.4.4,189,17.4
120.099,10.0.2.2,194,16.3
120.191,10.0.3.3,194,16.9
121.014,10.0.4.4,194,16.9
121.117,10.0.2.2,200,17.7
121.208,10.0.3.3,200,16.7
122.064,10.0.4.4,209,17.1
122.119,10.0.2.2,206,17.0
122.228,10.0.3.3,203,17.6
123.083,10.0.4.4,190,17.7
123.155,10.0.2.2,190,17.4
123.247,10.0.3.3,195,17.7
124.119,10.0.4.4,207,16.4
124.191,10.0.2.2,207,17.4
124.300,10.0.3.3,213,17.1
125.137,10.0.4.4,204,17.7
125.210,10.0.2.2,204,16.7
125.356,10.0.3.3,198,17.0
126.173,10.0.4.4,177,17.4
126.212,10.0.2.2,177,17.0
126.395,10.0.3.3,182,17.3
127.223,10.0.4.4,194,16.2
127.264,10.0.2.2,200,17.1
127.460,10.0.3.3,200,16.0
128.240,10.0.4.4,313,21.6
128.479,10.0.3.3,322,24.5
129.245,10.0.4.4,313,26.9
129.498,10.0.3.3,307,26.5
130.277,10.0.4.4,310,26.2
130.532,10.0.3.3,316,26.1
131.281,10.0.4.4,295,26.9
131.550,10.0.3.3,304,26.5
132.290,10.0.4.4,325,25.8
132.555,10.0.3.3,319,25.9
133.332,10.0.4.4,298,26.9
133.626,10.0.3.3,292,26.1
134.347,10.0.4.4,316,25.6
134.629,10.0.3.3,322,26.9
135.364,10.0.4.4,313,27.5
135.658,10.0.3.3,307,26.2
136.400,10.0.4.4,286,26.1
136.684,10.0.3.3,294,26.3
137.432,10.0.4.4,315,26.2
137.686,10.0.3.3,321,26.9
138.450,10.0.4.4,300,26.5
138.723,10.0.3.3,294,26.0
139.469,10.0.4.4,327,26.5
139.725,10.0.3.3,321,26.9
140.525,10.0.4.4,300,26.5
140.762,10.0.3.3,294,26.0
141.547,10.0.4.4,315,26.4
141.771,10.0.3.3,321,25.8
142.582,10.0.4.4,319,26.1
142.782,10.0.3.3,313,27.7
143.601,10.0.4.4,292,26.5
143.801,10.0.3.3,286,26.5
144.637,10.0.4.4,309,26.1
144.812,10.0.3.3,318,25.7
145.655,10.0.4.4,324,26.5
145.822,10.0.3.3,318,26.7
146.704,10.0.4.4,297,26.7
146.867,10.0.3.3,291,25.8
147.709,10.0.4.4,295,25.9
147.892,10.0.3.3,304,26.3
148.727,10.0.4.4,575,38.3
149.748,10.0.4.4,575,47.0
150.759,10.0.4.4,575,47.5
151.772,10.0.4.4,575,47.4
152.776,10.0.4.4,575,46.8
153.789,10.0.4.4,575,47.4
154.810,10.0.4.4,575,45.0
155.818,10.0.4.4,575,46.6
156.828,10.0.4.4,575,46.6
157.842,10.0.4.4,575,46.3
158.860,10.0.4.4,575,47.1
159.880,10.0.4.4,575,46.1
160.890,10.0.4.4,575,47.5
161.901,10.0.4.4,575,47.5
162.914,10.0.4.4,575,48.4
163.966,10.0.4.4,575,45.6
164.966,10.0.4.4,575,50.0
165.971,10.0.4.4,575,46.8
166.997,10.0.4.4,575,46.8
168.021,10.0.4.4,575,46.9
