elapsed_s,src_ip,rate_kbps,pps
140.825,10.0.3.3,312,26.9
141.399,10.0.4.4,297,26.6
141.828,10.0.3.3,312,25.9
142.407,10.0.4.4,315,25.8
142.862,10.0.3.3,315,27.1
143.422,10.0.4.4,300,26.6
143.923,10.0.3.3,315,25.4
144.443,10.0.4.4,345,26.5
145.445,10.0.4.4,575,39.9
146.448,10.0.4.4,575,46.8
147.465,10.0.4.4,575,46.2
148.490,10.0.4.4,575,46.8
149.496,10.0.4.4,575,46.7
150.506,10.0.4.4,575,47.5
151.507,10.0.4.4,575,47.0
152.517,10.0.4.4,575,46.5
153.532,10.0.4.4,575,47.3
154.533,10.0.4.4,575,47.0
155.541,10.0.4.4,575,45.6
156.552,10.0.4.4,575,47.5
157.553,10.0.4.4,575,47.0
158.556,10.0.4.4,575,46.8
159.563,10.0.4.4,575,47.7
160.570,10.0.4.4,575,44.7
161.577,10.0.4.4,575,46.7
162.603,10.0.4.4,575,46.8
163.616,10.0.4.4,575,46.4
164.626,10.0.4.4,575,47.5
