elapsed_s,src_ip,rate_kbps,pps
76.376,10.0.1.1,147,11.9
76.613,10.0.3.3,147,11.8
77.104,10.0.2.2,141,12.7
77.346,10.0.4.4,138,12.4
77.396,10.0.1.1,138,12.7
77.679,10.0.3.3,138,12.2
78.189,10.0.2.2,138,12.0
78.419,10.0.1.1,138,11.7
78.454,10.0.4.4,138,11.7
78.763,10.0.3.3,138,12.0
79.238,10.0.2.2,138,12.4
79.460,10.0.1.1,138,11.5
79.551,10.0.4.4,138,11.9
79.774,10.0.3.3,138,11.9
80.261,10.0.2.2,138,11.7
80.545,10.0.1.1,138,12.0
80.581,10.0.4.4,138,12.6
80.846,10.0.3.3,138,12.1
81.281,10.0.2.2,138,11.8
81.626,10.0.4.4,138,11.5
81.644,10.0.1.1,138,11.8
81.884,10.0.3.3,138,11.6
82.285,10.0.2.2,138,12.0
82.652,10.0.4.4,138,11.7
82.741,10.0.1.1,138,11.8
82.941,10.0.3.3,138,12.3
83.350,10.0.2.2,151,12.2
83.696,10.0.4.4,151,12.4
83.787,10.0.1.1,151,12.4
83.950,10.0.3.3,148,11.9
84.350,10.0.2.2,142,12.0
84.701,10.0.4.4,142,12.9
84.805,10.0.1.1,142,12.8
84.969,10.0.3.3,142,12.8
85.366,10.0.2.2,142,12.8
85.732,10.0.4.4,142,12.6
85.842,10.0.1.1,142,12.5
86.029,10.0.3.3,142,12.3
86.422,10.0.2.2,142,12.3
86.768,10.0.4.4,142,11.6
86.859,10.0.1.1,142,11.8
87.048,10.0.3.3,142,12.8
87.460,10.0.2.2,142,12.5
87.769,10.0.4.4,142,12.0
87.867,10.0.1.1,142,12.9
88.051,10.0.3.3,142,12.0
88.519,10.0.2.2,142,12.3
88.801,10.0.4.4,142,12.6
88.874,10.0.1.1,142,11.9
89.056,10.0.3.3,142,11.9
89.578,10.0.2.2,142,12.3
89.891,10.0.4.4,142,11.9
89.981,10.0.1.1,139,11.7
90.114,10.0.3.3,139,12.3
90.609,10.0.2.2,139,11.6
90.965,10.0.4.4,139,12.1
91.041,10.0.1.1,139,12.3
91.115,10.0.3.3,139,12.0
91.676,10.0.2.2,139,12.2
92.028,10.0.4.4,139,12.2
92.080,10.0.1.1,139,12.5
92.190,10.0.3.3,139,12.1
92.686,10.0.2.2,139,11.9
93.107,10.0.4.4,143,12.0
93.266,10.0.3.3,147,12.1
93.707,10.0.2.2,151,12.7
94.119,10.0.4.4,155,12.8
94.281,10.0.3.3,159,12.8
94.757,10.0.2.2,168,13.3
95.135,10.0.4.4,173,13.8
95.326,10.0.3.3,178,14.4
95.757,10.0.2.2,183,15.0
96.159,10.0.4.4,193,15.6
96.392,10.0.3.3,199,15.9
96.766,10.0.2.2,202,15.9
97.188,10.0.4.4,205,16.5
97.430,10.0.3.3,208,17.3
97.773,10.0.2.2,202,17.9
98.206,10.0.4.4,199,17.7
98.480,10.0.3.3,193,17.1
98.811,10.0.2.2,192,17.3
99.225,10.0.4.4,204,17.7
99.559,10.0.3.3,210,16.7
99.823,10.0.2.2,213,16.8
100.232,10.0.4.4,204,16.9
100.596,10.0.3.3,195,17.4
100.868,10.0.2.2,186,17.2
101.268,10.0.4.4,188,17.4
101.598,10.0.3.3,199,17.0
101.955,10.0.2.2,205,16.6
102.355,10.0.4.4,205,16.6
102.646,10.0.3.3,196,17.2
102.957,10.0.2.2,196,18.0
103.393,10.0.4.4,205,17.3
103.684,10.0.3.3,199,17.3
103.975,10.0.2.2,205,16.7
104.393,10.0.4.4,193,18.0
104.721,10.0.3.3,205,17.4
105.012,10.0.2.2,202,17.3
105.396,10.0.4.4,202,17.0
105.740,10.0.3.3,193,17.7
106.071,10.0.2.2,202,18.0
106.399,10.0.4.4,205,16.9
106.777,10.0.3.3,208,17.4
107.104,10.0.2.2,208,17.4
107.486,10.0.4.4,199,17.5
107.795,10.0.3.3,190,17.7
108.176,10.0.2.2,189,16.8
108.527,10.0.4.4,200,17.3
108.808,10.0.3.3,206,16.8
109.208,10.0.2.2,209,17.5
109.568,10.0.4.4,200,17.3
109.841,10.0.3.3,194,17.4
110.223,10.0.2.2,203,16.7
110.587,10.0.4.4,200,17.7
110.896,10.0.3.3,203,17.1
111.230,10.0.2.2,203,17.9
111.588,10.0.4.4,203,17.0
111.932,10.0.3.3,203,17.4
112.259,10.0.2.2,203,17.5
112.641,10.0.4.4,194,17.1
112.950,10.0.3.3,193,17.7
113.647,10.0.4.4,307,19.9
113.965,10.0.3.3,325,22.7
114.689,10.0.4.4,320,26.9
114.998,10.0.3.3,311,26.1
115.707,10.0.4.4,293,26.5
115.999,10.0.3.3,284,27.0
116.720,10.0.4.4,307,25.7
117.003,10.0.3.3,304,24.9
117.721,10.0.4.4,326,26.0
118.040,10.0.3.3,317,27.0
118.766,10.0.4.4,299,26.8
119.053,10.0.3.3,290,26.6
119.779,10.0.4.4,298,26.7
120.058,10.0.3.3,307,25.9
120.787,10.0.4.4,316,25.8
121.061,10.0.3.3,310,25.9
121.801,10.0.4.4,304,26.6
122.087,10.0.3.3,310,26.3
122.826,10.0.4.4,319,26.4
123.116,10.0.3.3,313,27.2
123.898,10.0.4.4,292,26.1
124.143,10.0.3.3,286,26.3
124.934,10.0.4.4,321,26.1
125.175,10.0.3.3,315,26.2
125.952,10.0.4.4,309,26.5
126.191,10.0.3.3,303,26.6
126.952,10.0.4.4,306,27.0
127.226,10.0.3.3,312,26.1
127.970,10.0.4.4,321,26.5
128.231,10.0.3.3,315,25.9
128.970,10.0.4.4,294,26.0
129.243,10.0.3.3,288,27.7
130.003,10.0.4.4,324,26.2
130.288,10.0.3.3,324,25.8
131.013,10.0.4.4,319,26.7
131.304,10.0.3.3,310,26.6
132.031,10.0.4.4,292,26.5
132.322,10.0.3.3,283,26.5
133.049,10.0.4.4,293,25.6
133.354,10.0.3.3,311,25.2
134.062,10.0.4.4,575,33.5
135.071,10.0.4.4,575,44.6
136.093,10.0.4.4,575,46.0
137.109,10.0.4.4,575,45.3
138.122,10.0.4.4,575,46.4
139.122,10.0.4.4,575,47.0
140.130,10.0.4.4,575,46.7
141.143,10.0.4.4,575,46.4
142.154,10.0.4.4,575,45.5
143.176,10.0.4.4,575,47.0
144.184,10.0.4.4,575,47.6
145.192,10.0.4.4,575,44.6
146.197,10.0.4.4,575,48.8
147.215,10.0.4.4,575,47.1
148.228,10.0.4.4,575,47.4
149.241,10.0.4.4,575,47.4
150.256,10.0.4.4,575,46.3
151.264,10.0.4.4,575,47.6
152.269,10.0.4.4,575,44.8
153.281,10.0.4.4,575,47.4
