elapsed_s,src_ip,rate_kbps,pps,ce_fraction,congested
8.131,10.0.1.1,575,45.7,0.0000,0
9.137,10.0.1.1,575,44.7,0.0000,0
10.145,10.0.1.1,575,45.7,0.0000,0
11.161,10.0.1.1,575,44.3,0.0000,0
12.181,10.0.1.1,575,44.1,0.0000,0
13.195,10.0.1.1,575,43.4,0.0000,0
