elapsed_s,src_ip,rate_kbps,pps,ce_fraction,congested
100.859,10.0.2.2,100,12.0,0.4615,1
100.940,10.0.4.4,100,11.1,0.3333,1
101.275,10.0.3.3,111,10.2,0.0000,0
101.890,10.0.2.2,91,7.8,0.0000,0
101.970,10.0.4.4,91,7.8,0.0000,0
102.358,10.0.3.3,145,12.0,0.0000,0
102.935,10.0.2.2,126,10.5,0.0000,0
103.030,10.0.4.4,126,10.4,0.0000,0
103.403,10.0.3.3,195,16.3,0.0000,0
103.956,10.0.2.2,178,14.7,0.0000,0
104.046,10.0.4.4,178,14.8,0.0000,0
104.447,10.0.3.3,250,19.2,0.0500,0
104.974,10.0.2.2,235,16.7,0.4706,1
105.082,10.0.4.4,235,16.4,0.5294,1
105.447,10.0.3.3,303,20.0,0.9500,1
105.992,10.0.2.2,273,16.7,1.0000,1
106.118,10.0.4.4,273,16.4,1.0000,1
106.483,10.0.3.3,309,19.3,1.0000,1
107.029,10.0.2.2,228,16.4,1.0000,1
107.119,10.0.4.4,228,17.0,1.0000,1
107.538,10.0.3.3,255,19.9,1.0000,1
108.083,10.0.2.2,191,16.1,1.0000,1
108.173,10.0.4.4,191,16.1,1.0000,1
108.556,10.0.3.3,211,19.6,1.0000,1
109.120,10.0.2.2,163,16.4,1.0000,1
109.213,10.0.4.4,163,16.3,1.0000,1
109.556,10.0.3.3,178,19.0,1.0000,1
110.174,10.0.2.2,141,16.1,1.0000,1
110.247,10.0.4.4,141,16.4,1.0000,1
110.629,10.0.3.3,153,18.6,1.0000,1
111.210,10.0.2.2,124,16.4,1.0000,1
111.265,10.0.4.4,124,16.7,0.9412,1
111.657,10.0.3.3,133,16.5,0.5882,1
112.266,10.0.2.2,111,10.4,0.0000,0
112.289,10.0.4.4,111,9.8,0.0000,0
112.741,10.0.3.3,118,10.2,0.0000,0
113.267,10.0.2.2,145,12.0,0.0000,0
113.340,10.0.4.4,145,12.4,0.0000,0
113.787,10.0.3.3,152,12.4,0.0000,0
114.295,10.0.2.2,195,16.5,0.0000,0
114.385,10.0.4.4,195,16.3,0.0000,0
114.858,10.0.3.3,202,15.9,0.0000,0
115.349,10.0.2.2,250,18.0,0.3684,1
115.385,10.0.4.4,250,18.0,0.4444,1
115.895,10.0.3.3,256,17.4,0.9444,1
116.367,10.0.2.2,274,17.7,1.0000,1
116.403,10.0.4.4,274,17.7,1.0000,1
116.950,10.0.3.3,275,17.1,1.0000,1
117.370,10.0.2.2,228,17.0,1.0000,1
117.403,10.0.4.4,228,17.0,1.0000,1
117.967,10.0.3.3,229,19.7,1.0000,1
118.423,10.0.4.4,191,19.6,1.0000,1
118.968,10.0.3.3,192,26.0,1.0000,1
119.483,10.0.4.4,163,21.7,0.7391,1
119.976,10.0.3.3,164,16.8,0.1765,0
120.542,10.0.4.4,141,12.3,0.0000,0
120.986,10.0.3.3,199,16.8,0.0000,0
121.561,10.0.4.4,176,14.7,0.0000,0
122.014,10.0.3.3,246,20.4,0.0000,0
122.573,10.0.4.4,224,18.8,0.0000,0
123.031,10.0.3.3,296,24.6,0.0000,0
123.574,10.0.4.4,276,23.0,0.0000,0
124.065,10.0.3.3,343,28.0,0.0000,0
124.610,10.0.4.4,326,25.1,0.0385,0
125.066,10.0.3.3,384,28.0,0.4643,1
125.629,10.0.4.4,370,26.5,1.0000,1
126.084,10.0.3.3,336,25.5,1.0000,1
126.647,10.0.4.4,334,27.5,1.0000,1
127.103,10.0.3.3,275,25.5,1.0000,1
127.647,10.0.4.4,273,28.0,1.0000,1
128.121,10.0.3.3,225,24.6,0.7200,1
128.685,10.0.4.4,224,22.2,0.2609,0
129.174,10.0.3.3,188,16.1,0.0000,0
129.702,10.0.4.4,259,21.6,0.0000,0
130.183,10.0.3.3,223,18.8,0.0000,0
130.739,10.0.4.4,302,25.1,0.0000,0
131.213,10.0.3.3,268,22.3,0.0000,0
131.740,10.0.4.4,345,28.0,0.0000,0
132.231,10.0.3.3,315,24.6,0.0000,0
132.759,10.0.4.4,384,28.5,0.4138,1
133.232,10.0.3.3,359,26.0,0.9231,1
133.760,10.0.4.4,327,26.0,1.0000,1
134.233,10.0.3.3,317,27.0,1.0000,1
134.797,10.0.4.4,268,26.0,1.0000,1
135.250,10.0.3.3,261,27.5,0.8214,1
135.828,10.0.4.4,220,22.3,0.3043,1
136.301,10.0.3.3,215,19.0,0.0000,0
136.852,10.0.4.4,184,15.6,0.0000,0
137.309,10.0.3.3,251,20.8,0.0000,0
137.892,10.0.4.4,219,18.3,0.0000,0
138.324,10.0.3.3,294,24.6,0.0000,0
138.925,10.0.4.4,264,22.3,0.0000,0
139.953,10.0.4.4,311,24.3,0.0000,0
140.981,10.0.4.4,355,29.2,0.0000,0
142.003,10.0.4.4,394,32.3,0.0000,0
143.025,10.0.4.4,427,35.2,0.0000,0
144.043,10.0.4.4,455,37.3,0.0000,0
145.054,10.0.4.4,478,39.6,0.0000,0
146.060,10.0.4.4,497,40.7,0.0000,0
147.065,10.0.4.4,512,41.8,0.0000,0
148.089,10.0.4.4,524,43.0,0.0000,0
149.098,10.0.4.4,534,43.6,0.0000,0
150.121,10.0.4.4,542,44.0,0.0000,0
151.121,10.0.4.4,548,44.0,0.0000,0
152.145,10.0.4.4,553,44.9,0.0000,0
153.149,10.0.4.4,558,43.8,0.0000,0
154.152,10.0.4.4,563,44.9,0.0000,0
155.159,10.0.4.4,568,46.7,0.0000,0
156.180,10.0.4.4,573,46.0,0.0000,0
157.188,10.0.4.4,575,46.6,0.0000,0
158.194,10.0.4.4,575,45.7,0.0000,0
