elapsed_s,src_ip,rate_kbps,pps,ce_fraction,congested
71.681,10.0.2.2,106,6.9,1.0000,1
71.717,10.0.1.1,91,5.9,1.0000,1
71.936,10.0.4.4,474,30.0,1.0000,1
72.299,10.0.3.3,139,9.3,1.0000,1
72.717,10.0.2.2,96,6.8,1.0000,1
72.754,10.0.1.1,83,5.8,1.0000,1
72.953,10.0.4.4,361,29.5,1.0000,1
73.318,10.0.3.3,124,9.8,1.0000,1
73.790,10.0.2.2,88,7.5,1.0000,1
73.862,10.0.1.1,77,6.3,1.0000,1
73.971,10.0.4.4,278,27.5,1.0000,1
74.373,10.0.3.3,112,10.4,1.0000,1
74.826,10.0.2.2,81,7.7,1.0000,1
74.971,10.0.1.1,71,7.2,1.0000,1
74.989,10.0.4.4,222,24.6,1.0000,1
75.445,10.0.3.3,101,11.2,1.0000,1
75.863,10.0.2.2,75,8.7,1.0000,1
75.989,10.0.4.4,184,23.0,1.0000,1
76.026,10.0.1.1,66,7.6,1.0000,1
76.463,10.0.3.3,92,10.8,1.0000,1
76.960,10.0.2.2,70,9.1,0.8000,1
76.995,10.0.4.4,156,20.9,0.8095,1
77.180,10.0.1.1,62,7.8,0.6667,1
77.496,10.0.3.3,84,9.7,0.4000,1
78.001,10.0.2.2,65,5.8,0.0000,0
78.025,10.0.4.4,135,11.7,0.0000,0
78.370,10.0.1.1,58,5.0,0.0000,0
78.551,10.0.3.3,77,6.6,0.0000,0
79.037,10.0.4.4,168,13.8,0.0000,0
79.129,10.0.2.2,100,8.0,0.0000,0
79.441,10.0.1.1,94,7.5,0.0000,0
79.625,10.0.3.3,113,9.3,0.0000,0
80.062,10.0.4.4,216,17.6,0.0000,0
80.209,10.0.2.2,154,12.0,0.0000,0
80.498,10.0.1.1,149,10.4,0.1818,0
80.643,10.0.3.3,167,11.8,0.4167,1
81.080,10.0.4.4,269,16.7,0.7647,1
81.225,10.0.2.2,215,12.8,1.0000,1
81.516,10.0.1.1,210,11.8,1.0000,1
81.661,10.0.3.3,218,11.8,1.0000,1
82.098,10.0.4.4,276,15.7,1.0000,1
82.280,10.0.2.2,271,13.3,1.0000,1
82.517,10.0.1.1,271,12.0,1.0000,1
82.716,10.0.3.3,186,11.4,1.0000,1
83.134,10.0.4.4,276,14.5,1.0000,1
83.316,10.0.2.2,271,14.5,1.0000,1
83.589,10.0.1.1,271,14.9,1.0000,1
83.735,10.0.3.3,186,9.8,1.0000,1
84.209,10.0.4.4,230,11.2,1.0000,1
84.407,10.0.2.2,226,11.9,1.0000,1
84.663,10.0.1.1,226,17.7,1.0000,1
84.735,10.0.3.3,160,12.0,1.0000,1
85.262,10.0.4.4,193,11.4,1.0000,1
85.481,10.0.2.2,190,14.0,1.0000,1
85.735,10.0.1.1,190,16.8,1.0000,1
85.762,10.0.3.3,140,11.7,1.0000,1
86.281,10.0.4.4,164,12.8,1.0000,1
86.535,10.0.2.2,162,13.3,1.0000,1
86.771,10.0.1.1,162,13.5,1.0000,1
86.843,10.0.3.3,124,11.1,1.0000,1
87.335,10.0.4.4,142,13.3,1.0000,1
87.589,10.0.2.2,141,13.3,1.0000,1
87.789,10.0.1.1,141,13.8,1.0000,1
87.898,10.0.3.3,100,10.4,1.0000,1
88.373,10.0.4.4,111,12.5,1.0000,1
88.662,10.0.2.2,111,13.0,1.0000,1
88.844,10.0.1.1,111,13.3,1.0000,1
88.952,10.0.3.3,91,11.4,1.0000,1
89.410,10.0.4.4,100,12.5,1.0000,1
89.681,10.0.2.2,100,12.8,1.0000,1
89.898,10.0.1.1,100,13.3,1.0000,1
89.971,10.0.3.3,83,10.8,1.0000,1
90.506,10.0.4.4,91,11.9,0.7692,1
90.794,10.0.2.2,91,10.8,0.5833,1
91.007,10.0.1.1,91,9.9,0.3636,1
91.086,10.0.3.3,77,8.1,0.2222,0
91.604,10.0.4.4,83,7.3,0.0000,0
91.896,10.0.2.2,83,7.3,0.0000,0
92.121,10.0.1.1,83,7.2,0.0000,0
92.194,10.0.3.3,112,9.0,0.0000,0
92.644,10.0.4.4,118,9.6,0.0000,0
92.922,10.0.2.2,118,9.7,0.0000,0
93.177,10.0.1.1,118,9.5,0.0000,0
93.249,10.0.3.3,165,13.3,0.0000,0
93.650,10.0.4.4,171,12.9,0.0769,0
93.922,10.0.2.2,171,12.0,0.4167,1
94.232,10.0.1.1,171,11.4,0.6667,1
94.251,10.0.3.3,224,15.0,0.8000,1
94.722,10.0.4.4,229,14.0,1.0000,1
94.976,10.0.2.2,217,12.3,1.0000,1
95.267,10.0.3.3,271,14.8,1.0000,1
95.340,10.0.1.1,217,11.7,1.0000,1
95.759,10.0.4.4,272,13.5,1.0000,1
95.977,10.0.2.2,186,12.0,1.0000,1
96.304,10.0.3.3,226,14.5,1.0000,1
96.340,10.0.1.1,186,12.0,1.0000,1
96.831,10.0.4.4,272,15.9,1.0000,1
96.994,10.0.2.2,186,10.8,1.0000,1
97.322,10.0.3.3,226,15.7,1.0000,1
97.377,10.0.1.1,186,12.5,1.0000,1
97.868,10.0.4.4,227,12.5,1.0000,1
98.013,10.0.2.2,160,11.8,1.0000,1
98.360,10.0.3.3,190,14.5,1.0000,1
98.431,10.0.1.1,160,13.3,1.0000,1
98.923,10.0.4.4,191,15.2,1.0000,1
99.049,10.0.2.2,140,11.6,1.0000,1
99.378,10.0.3.3,162,14.7,1.0000,1
99.450,10.0.1.1,140,10.8,1.0000,1
99.942,10.0.4.4,163,13.7,1.0000,1
100.085,10.0.2.2,124,11.6,1.0000,1
100.414,10.0.3.3,124,14.5,1.0000,1
100.962,10.0.4.4,124,17.7,1.0000,1
101.122,10.0.2.2,100,14.5,1.0000,1
101.414,10.0.3.3,111,17.0,1.0000,1
102.067,10.0.4.4,111,15.4,0.7059,1
102.225,10.0.2.2,91,11.8,0.5385,1
102.513,10.0.3.3,100,10.9,0.2500,0
103.105,10.0.4.4,100,8.7,0.0000,0
103.347,10.0.2.2,83,7.1,0.0000,0
103.605,10.0.3.3,134,11.0,0.0000,0
104.212,10.0.4.4,134,10.8,0.0000,0
104.383,10.0.2.2,118,9.7,0.0000,0
104.619,10.0.3.3,185,15.8,0.0000,0
105.236,10.0.4.4,185,15.6,0.0000,0
105.454,10.0.2.2,171,14.0,0.0000,0
105.671,10.0.3.3,242,19.0,0.0000,0
106.236,10.0.4.4,242,17.0,0.4706,1
106.489,10.0.2.2,229,15.5,0.6875,1
106.707,10.0.3.3,296,20.3,0.9524,1
107.271,10.0.4.4,273,17.4,1.0000,1
107.507,10.0.2.2,272,16.7,1.0000,1
107.708,10.0.3.3,308,19.0,1.0000,1
108.308,10.0.4.4,228,16.4,1.0000,1
108.525,10.0.2.2,227,16.7,1.0000,1
108.744,10.0.3.3,254,19.3,1.0000,1
109.361,10.0.4.4,191,16.1,1.0000,1
109.599,10.0.2.2,191,16.8,1.0000,1
109.761,10.0.3.3,210,19.7,1.0000,1
110.399,10.0.4.4,163,16.4,1.0000,1
110.617,10.0.2.2,163,16.7,1.0000,1
110.780,10.0.3.3,177,18.6,1.0000,1
111.418,10.0.4.4,141,15.7,1.0000,1
111.672,10.0.2.2,141,17.1,1.0000,1
111.798,10.0.3.3,152,18.7,1.0000,1
112.435,10.0.4.4,124,16.7,1.0000,1
112.766,10.0.2.2,124,15.5,0.7059,1
112.871,10.0.3.3,133,15.8,0.6471,1
113.486,10.0.4.4,111,10.5,0.0000,0
113.783,10.0.2.2,111,9.8,0.0000,0
113.927,10.0.3.3,118,10.4,0.0000,0
114.551,10.0.4.4,145,12.2,0.0000,0
114.853,10.0.2.2,145,12.1,0.0000,0
114.961,10.0.3.3,152,12.6,0.0000,0
115.589,10.0.4.4,195,16.4,0.0000,0
115.916,10.0.2.2,195,16.0,0.0000,0
116.007,10.0.3.3,202,16.3,0.0000,0
116.626,10.0.4.4,250,18.3,0.3158,1
116.952,10.0.2.2,250,17.4,0.7222,1
117.043,10.0.3.3,256,17.4,0.7778,1
117.662,10.0.4.4,274,17.4,1.0000,1
117.971,10.0.2.2,274,17.7,1.0000,1
118.062,10.0.3.3,275,17.7,1.0000,1
118.753,10.0.4.4,228,16.5,1.0000,1
118.988,10.0.2.2,228,17.7,1.0000,1
119.098,10.0.3.3,229,18.3,1.0000,1
119.771,10.0.4.4,191,17.7,1.0000,1
119.988,10.0.2.2,191,17.0,1.0000,1
120.116,10.0.3.3,192,17.7,1.0000,1
120.789,10.0.4.4,163,21.6,1.0000,1
121.130,10.0.3.3,164,24.7,0.8400,1
121.858,10.0.4.4,141,15.0,0.2500,0
122.194,10.0.3.3,142,12.2,0.0000,0
122.893,10.0.4.4,176,14.5,0.0000,0
123.207,10.0.3.3,177,14.8,0.0000,0
123.896,10.0.4.4,224,18.9,0.0000,0
124.221,10.0.3.3,225,18.7,0.0000,0
124.933,10.0.4.4,276,23.2,0.0000,0
125.251,10.0.3.3,277,23.3,0.0000,0
125.943,10.0.4.4,326,26.7,0.0000,0
126.251,10.0.3.3,326,26.0,0.0000,0
126.960,10.0.4.4,370,27.5,0.5357,1
127.270,10.0.3.3,370,26.5,0.7037,1
127.997,10.0.4.4,334,26.1,1.0000,1
128.308,10.0.3.3,334,27.0,1.0000,1
129.016,10.0.4.4,273,25.5,1.0000,1
129.325,10.0.3.3,273,27.5,1.0000,1
130.094,10.0.4.4,224,22.3,0.4167,1
130.332,10.0.3.3,224,21.8,0.2273,0
131.143,10.0.4.4,187,16.2,0.0000,0
131.349,10.0.3.3,259,21.6,0.0000,0
132.168,10.0.4.4,222,18.5,0.0000,0
132.381,10.0.3.3,302,25.2,0.0000,0
133.198,10.0.4.4,267,22.3,0.0000,0
133.415,10.0.3.3,345,28.0,0.0000,0
134.234,10.0.4.4,314,24.1,0.0400,0
134.451,10.0.3.3,384,29.0,0.1333,0
135.271,10.0.4.4,358,25.1,1.0000,1
135.452,10.0.3.3,418,29.0,1.0000,1
136.271,10.0.4.4,317,24.0,1.0000,1
136.470,10.0.3.3,356,28.5,1.0000,1
137.271,10.0.4.4,260,25.0,1.0000,1
137.488,10.0.3.3,288,28.5,1.0000,1
138.290,10.0.4.4,214,24.5,0.9600,1
138.512,10.0.3.3,233,27.3,0.7143,1
139.306,10.0.4.4,180,16.7,0.0000,0
139.536,10.0.3.3,193,16.6,0.0000,0
140.349,10.0.4.4,215,18.2,0.0000,0
141.373,10.0.4.4,261,21.5,0.0000,0
142.374,10.0.4.4,309,25.0,0.0000,0
143.406,10.0.4.4,354,29.0,0.0000,0
144.426,10.0.4.4,393,32.4,0.0000,0
145.444,10.0.4.4,427,35.3,0.0000,0
146.462,10.0.4.4,455,37.3,0.0000,0
147.480,10.0.4.4,478,39.3,0.0000,0
148.485,10.0.4.4,497,40.8,0.0000,0
149.500,10.0.4.4,512,42.3,0.0000,0
150.501,10.0.4.4,524,43.0,0.0000,0
151.510,10.0.4.4,534,42.6,0.0000,0
152.511,10.0.4.4,542,44.0,0.0000,0
153.526,10.0.4.4,548,44.3,0.0000,0
154.537,10.0.4.4,553,44.5,0.0000,0
155.553,10.0.4.4,558,45.3,0.0000,0
156.571,10.0.4.4,563,45.2,0.0000,0
157.580,10.0.4.4,568,45.6,0.0000,0
158.599,10.0.4.4,573,45.1,0.0000,0
159.619,10.0.4.4,575,45.1,0.0000,0
