elapsed_s,src_ip,rate_kbps,pps,ce_fraction,congested
83.468,10.0.2.2,226,14.2,1.0000,1
83.832,10.0.3.3,226,12.5,1.0000,1
84.087,10.0.4.4,162,13.5,1.0000,1
84.176,10.0.1.1,159,11.0,1.0000,1
84.523,10.0.2.2,190,16.1,1.0000,1
84.904,10.0.3.3,190,15.9,1.0000,1
85.122,10.0.4.4,141,9.7,1.0000,1
85.213,10.0.1.1,139,11.6,1.0000,1
85.578,10.0.2.2,162,14.2,1.0000,1
85.940,10.0.3.3,162,14.5,1.0000,1
86.159,10.0.4.4,124,11.6,1.0000,1
86.249,10.0.1.1,123,11.6,1.0000,1
86.578,10.0.2.2,141,14.0,1.0000,1
86.997,10.0.3.3,124,14.2,1.0000,1
87.250,10.0.4.4,100,11.0,1.0000,1
87.304,10.0.1.1,99,11.4,1.0000,1
87.633,10.0.2.2,111,13.3,1.0000,1
88.016,10.0.3.3,111,13.7,1.0000,1
88.287,10.0.4.4,91,11.6,1.0000,1
88.340,10.0.1.1,90,11.6,1.0000,1
88.651,10.0.2.2,100,12.8,1.0000,1
89.033,10.0.3.3,100,13.8,0.9286,1
89.417,10.0.1.1,83,10.2,0.6364,1
89.444,10.0.4.4,83,10.4,0.6667,1
89.730,10.0.2.2,91,10.2,0.3636,1
90.118,10.0.3.3,91,8.3,0.0000,0
90.464,10.0.1.1,77,6.7,0.0000,0
90.492,10.0.4.4,77,6.7,0.0000,0
90.838,10.0.2.2,83,7.2,0.0000,0
91.187,10.0.3.3,125,10.3,0.0000,0
91.578,10.0.1.1,112,9.0,0.0000,0
91.607,10.0.4.4,112,9.0,0.0000,0
91.867,10.0.2.2,118,9.7,0.0000,0
92.251,10.0.3.3,177,14.1,0.0000,0
92.614,10.0.1.1,165,12.5,0.2308,0
92.631,10.0.4.4,165,12.7,0.3077,1
92.867,10.0.2.2,171,12.0,0.3333,1
93.267,10.0.3.3,235,14.8,0.8667,1
93.649,10.0.4.4,217,12.8,1.0000,1
93.667,10.0.1.1,224,13.3,1.0000,1
93.939,10.0.2.2,217,12.1,1.0000,1
94.285,10.0.3.3,272,14.7,1.0000,1
94.704,10.0.4.4,186,11.4,1.0000,1
94.739,10.0.1.1,271,13.0,1.0000,1
95.030,10.0.2.2,186,11.9,1.0000,1
95.340,10.0.3.3,227,15.2,1.0000,1
95.776,10.0.4.4,186,11.2,1.0000,1
95.801,10.0.1.1,271,16.0,1.0000,1
96.067,10.0.2.2,186,10.6,1.0000,1
96.376,10.0.3.3,227,12.6,1.0000,1
96.776,10.0.4.4,160,12.0,1.0000,1
96.812,10.0.1.1,226,14.8,1.0000,1
97.122,10.0.2.2,160,13.3,1.0000,1
97.413,10.0.3.3,191,14.5,1.0000,1
97.833,10.0.4.4,140,11.4,1.0000,1
98.176,10.0.2.2,124,14.2,1.0000,1
98.413,10.0.3.3,141,18.0,1.0000,1
98.903,10.0.4.4,111,14.9,1.0000,1
99.177,10.0.2.2,111,16.0,1.0000,1
99.413,10.0.3.3,124,19.0,1.0000,1
99.955,10.0.4.4,100,14.3,0.7333,1
100.236,10.0.2.2,100,12.3,0.5385,1
100.514,10.0.3.3,111,11.8,0.2308,0
100.969,10.0.4.4,91,7.9,0.0000,0
101.238,10.0.2.2,91,8.0,0.0000,0
101.590,10.0.3.3,145,12.1,0.0000,0
102.040,10.0.4.4,126,10.3,0.0000,0
102.296,10.0.2.2,126,10.4,0.0000,0
102.637,10.0.3.3,195,16.2,0.0000,0
103.093,10.0.4.4,178,15.2,0.0000,0
103.311,10.0.2.2,178,14.8,0.0000,0
103.657,10.0.3.3,250,19.6,0.0000,0
104.112,10.0.4.4,235,16.7,0.2941,0
104.383,10.0.2.2,235,15.8,0.5882,1
104.711,10.0.3.3,303,19.9,0.9524,1
105.166,10.0.4.4,291,17.1,1.0000,1
105.420,10.0.2.2,273,16.4,1.0000,1
105.784,10.0.3.3,309,18.6,1.0000,1
106.203,10.0.4.4,308,18.3,1.0000,1
106.438,10.0.2.2,228,15.7,1.0000,1
106.802,10.0.3.3,255,18.7,1.0000,1
107.203,10.0.4.4,254,20.0,1.0000,1
107.511,10.0.2.2,191,14.9,1.0000,1
107.840,10.0.3.3,255,18.3,1.0000,1
108.205,10.0.4.4,254,19.0,1.0000,1
108.530,10.0.2.2,191,15.7,1.0000,1
108.858,10.0.3.3,211,17.7,1.0000,1
109.239,10.0.4.4,210,19.3,1.0000,1
109.584,10.0.2.2,141,15.2,1.0000,1
109.893,10.0.3.3,153,17.4,1.0000,1
110.259,10.0.4.4,152,17.6,1.0000,1
110.620,10.0.2.2,124,15.4,1.0000,1
110.929,10.0.3.3,133,17.4,1.0000,1
111.312,10.0.4.4,133,18.0,1.0000,1
111.658,10.0.2.2,111,15.4,1.0000,1
112.015,10.0.3.3,118,15.7,0.7059,1
112.389,10.0.4.4,118,13.9,0.4000,1
112.676,10.0.2.2,100,9.8,0.0000,0
113.091,10.0.3.3,106,9.3,0.0000,0
113.480,10.0.4.4,106,9.2,0.0000,0
113.773,10.0.2.2,134,10.9,0.0000,0
114.128,10.0.3.3,140,11.6,0.0000,0
114.535,10.0.4.4,140,11.4,0.0000,0
114.796,10.0.2.2,185,15.6,0.0000,0
115.207,10.0.3.3,191,15.8,0.0000,0
115.552,10.0.4.4,191,15.7,0.0000,0
115.808,10.0.2.2,242,18.8,0.0000,0
116.208,10.0.3.3,247,18.0,0.2778,0
116.590,10.0.4.4,247,16.4,0.8235,1
116.862,10.0.2.2,296,19.0,1.0000,1
117.261,10.0.3.3,301,18.0,1.0000,1
117.643,10.0.4.4,273,16.1,1.0000,1
118.280,10.0.3.3,308,23.6,1.0000,1
118.645,10.0.4.4,228,24.0,1.0000,1
119.299,10.0.3.3,254,29.5,1.0000,1
119.663,10.0.4.4,191,23.6,0.9167,1
120.302,10.0.3.3,210,22.9,0.3913,1
120.677,10.0.4.4,163,14.8,0.0000,0
121.307,10.0.3.3,177,14.9,0.0000,0
121.712,10.0.4.4,198,16.4,0.0000,0
122.321,10.0.3.3,212,17.8,0.0000,0
122.753,10.0.4.4,245,20.2,0.0000,0
123.324,10.0.3.3,258,21.9,0.0000,0
123.792,10.0.4.4,295,25.0,0.0000,0
124.355,10.0.3.3,306,25.2,0.0000,0
124.828,10.0.4.4,342,27.0,0.0000,0
125.356,10.0.3.3,351,26.0,0.3077,1
125.865,10.0.4.4,383,28.0,0.8621,1
126.375,10.0.3.3,316,24.5,1.0000,1
126.882,10.0.4.4,336,28.5,1.0000,1
127.411,10.0.3.3,260,25.1,1.0000,1
127.901,10.0.4.4,275,28.5,0.7931,1
128.469,10.0.3.3,214,20.8,0.2727,0
128.919,10.0.4.4,225,19.6,0.0000,0
129.512,10.0.3.3,250,21.1,0.0000,0
129.940,10.0.4.4,260,21.6,0.0000,0
130.552,10.0.3.3,293,24.1,0.0000,0
130.969,10.0.4.4,302,25.3,0.0000,0
131.587,10.0.3.3,337,27.0,0.0000,0
131.969,10.0.4.4,345,26.0,0.1154,0
132.588,10.0.3.3,378,27.0,0.7407,1
133.006,10.0.4.4,384,27.0,1.0000,1
133.606,10.0.3.3,323,25.5,1.0000,1
134.027,10.0.4.4,327,27.4,1.0000,1
134.642,10.0.3.3,265,25.1,1.0000,1
135.060,10.0.4.4,268,28.1,1.0000,1
135.656,10.0.3.3,218,23.7,0.6250,1
136.068,10.0.4.4,220,21.8,0.2273,0
136.671,10.0.3.3,183,15.8,0.0000,0
137.081,10.0.4.4,255,20.7,0.0000,0
137.722,10.0.3.3,218,18.1,0.0000,0
138.109,10.0.4.4,298,25.3,0.0000,0
139.137,10.0.4.4,341,28.2,0.0000,0
140.159,10.0.4.4,381,31.3,0.0000,0
141.161,10.0.4.4,416,33.9,0.0000,0
142.175,10.0.4.4,445,35.5,0.0000,0
143.183,10.0.4.4,470,38.7,0.0000,0
144.199,10.0.4.4,490,40.3,0.0000,0
145.221,10.0.4.4,506,41.1,0.0000,0
146.224,10.0.4.4,519,42.9,0.0000,0
147.227,10.0.4.4,530,42.9,0.0000,0
148.246,10.0.4.4,538,44.2,0.0000,0
149.251,10.0.4.4,545,44.8,0.0000,0
150.255,10.0.4.4,550,43.8,0.0000,0
151.273,10.0.4.4,555,45.2,0.0000,0
152.281,10.0.4.4,560,45.7,0.0000,0
153.292,10.0.4.4,565,45.5,0.0000,0
154.295,10.0.4.4,570,46.8,0.0000,0
155.309,10.0.4.4,575,46.4,0.0000,0
156.327,10.0.4.4,575,46.1,0.0000,0
157.335,10.0.4.4,575,45.6,0.0000,0
